VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,Cliente_Nombre,GeneroCliente,edadcliente,EmailCliente,TelefonoCliente,Direccion_Cliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta
7427,2023-12-08,05:22:40,TechCore medellin #2,Medellín,Luisina Lasa,Ciriaco Román Zabala,M,48,ciriaco3@gmail.com,+34 973 057 939,cll 29 #39-16,,Dell XPS 13,Dell,1,4800000,4800000,,,,,,,,,,,0.0,4800000.0
7428,2020-07-17,00:52:10,Techcore bogotá#1,Bogota,María Belén Alegria Camps,Sebastian Yuste,M,29,sebastian30@hotmail.com,+34882 63 06 26,cll 55 #1-64,Transferencia,HP Spectre x360,HPP,2,5200000,10400000,Samsung Galaxy Book Flex,Samsung,1.0,5600000.0,5600000.0,,,,,,,16000000.0
7429,2022-08-12,15:08:22,TechCore Bogotá #1,Bogotá,María Belén Alegria Camps,Zaida Chico Navas,F,30,zaida64@hotmail.com,+34843 88 74 26,cll 75 #72-49,Transferencia,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,0.05,29260000.0
7430,2020-11-07,11:37:30,TechCore cali,cali,Jacinta Juárez Marín,Melchor Velasco Valverde,M,36,melchor95@yahoo.com,+34 973 71 03 44,cll 76 #43-79,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,,,,,,,,,,,0.1,5040000.0
7431,2017-11-15,00:04:43,TechCore medellin #1,Medellin,Liliana Jordá Armengol,Eliseo Vilalta Morán,M,51,eliseo24@yahoo.com,+34949 90 09 92,cra 82 #76-12,Tarjeta Débito,Apple MacBook Pro 16,Aple,1,9600000,9600000,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,,,,,,0.0,16800000.0
7432,2015-09-23,15:33:15,TechCore medellin #1,medellin,Ibán López Córdoba,María Dolores del Blazquez,F,32,maría81@gmail.com,+34 841 436 609,cra 5 #88-26,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,Acer Nitro 5,Acer,1.0,4000000.0,4000000.0,,,,,,,15200000.0
7433,2024-08-20,07:17:29,TechCore Medellín #1,Medellin,Ana Sofía Llopis Blázquez,Narcisa Robles Luque,F,25,,+34944 920 612,cra 31 #83-28,Transferencia,Apple iMac 24,Aple,2,6400000,12800000,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,Asus ZenBook 14,Azus,1.0,3800000.0,3800000.0,0.05,22230000.0
7434,2021-12-27,19:08:01,TechCore bogotá#2,Bogota,Olivia Armas Ayuso,Adelia del Calderon,F,45,adelia71@yahoo.com,+34 825483815,cll 50 #43-34,Tarjeta Débito,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,,,,,,,,,,,0.0,14400000.0
7435,2015-01-02,01:09:16,TechCore bogotá#2,Bogota,Armida Azorin Plaza,Pepito Chacón,M,22,pepito67@gmail.com,+34 880705517,cra 22 #35-38,Billetera Digital,Lenovo Yoga 7i,Lenvo,1,4400000,4400000,Dell Latitude 7420,Dell,1.0,5600000.0,5600000.0,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,0.15,10880000.0
7436,2021-07-29,07:00:35,Techcore Pereíra,Pereira,Carina Parejo Carranza,Olimpia Abril Fiol,F,42,olimpia70@yahoo.com,+34848 62 28 61,cra 11 #35-46,,Acer Aspire 5,Acr,1,2000000,2000000,HP Pavilion 15,HPP,1.0,3500000.0,3500000.0,,,,,,0.0,5500000.0
7437,2015-02-17,05:33:56,TechCore pereíra,pereira,Anacleto Morera Segovia,Maximiano Alcaraz,M,42,maximiano68@yahoo.com,+34 841 73 16 22,cra 71 #41-5,Efectivo,Apple MacBook Pro 14,Apple,1,8000000,8000000,,,,,,,,,,,0.0,8000000.0
7438,2024-02-02,11:21:13,Techcore medellín #2,medellín,Luisina Lasa,Nidia Porta Gonzalo,F,33,nidia31@yahoo.com,+34924443531,cll 42 #30-13,Tarjeta Débito,Lenovo Yoga 7i,Lenvo,1,4400000,4400000,,,,,,,,,,,0.0,4400000.0
7439,2023-02-24,03:18:30,TechCore Medellín #1,Medellin,Ana Sofía Llopis Blázquez,Jerónimo Casal Morcillo,M,51,jerónimo41@hotmail.com,+34986 543 993,cra 67 #97-28,Tarjeta Crédito,Dell Alienware m15,Dell,1,8000000,8000000,,,,,,,,,,,0.0,8000000.0
7440,2017-03-08,04:27:55,TechCore bogotá #1,bogota,Poncio Gabriel Poza Acedo,Jacinto Crespo Juliá,M,32,jacinto29@hotmail.com,+34880270499,cll 67 #4-63,Billetera Digital,MSI Modern 14,MSY,2,2800000,5600000,Apple MacBook Air M1,Aple,1.0,5500000.0,5500000.0,HP Pavilion 15,HP,1.0,3500000.0,3500000.0,0.0,14600000.0
7441,2022-01-11,07:11:04,TechCore medellin #2,Medellín,Juanito Diaz,Daniel Vélez Cervantes,M,47,daniel6@yahoo.com,+34947 732 193,cra 51 #12-7,Transferencia,Microsoft Surface Pro 9,Microsofft,2,4400000,8800000,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,0.05,25650000.0
7442,2015-09-29,23:09:35,TechCore Medellín #1,Medellin,Liliana Jordá Armengol,María Del Carmen Casas,F,22,,+34 983 44 76 47,cll 92 #97-36,Tarjeta Débito,Acer Nitro 5,Acr,1,4000000,4000000,,,,,,,,,,,,4000000.0
7443,2024-02-14,02:53:41,TechCore Medellín #2,Medellin,Almudena Adelaida Lledó Garrido,Ramiro Gallardo Larrea,M,19,ramiro63@hotmail.com,+34941195747,cra 24 #93-51,Transferencia,Asus ROG Strix G15,Asus,2,6400000,12800000,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,Apple MacBook Air M1,Apple,1.0,5500000.0,5500000.0,0.0,34300000.0
7444,2023-02-02,13:08:31,TechCore bogotá #1,Bogotá,Evaristo Guillen Peña,Rufino Planas Abascal,M,22,rufino24@yahoo.com,+34841974143,cll 91 #28-82,,Lenovo IdeaPad 5,Lenvo,1,2800000,2800000,,,,,,,,,,,0.15,2380000.0
7445,2015-04-17,13:08:58,TechCore Bogotá #1,bogota,Evaristo Guillen Peña,Eutropio Morcillo Lamas,M,40,eutropio32@yahoo.com,+34978 200 226,cra 70 #68-86,Efectivo,Apple MacBook Air M1,Aple,2,5500000,11000000,Acer Aspire 5,Acer,2.0,2000000.0,4000000.0,Dell Latitude 7420,Del,1.0,5600000.0,5600000.0,0.0,20600000.0
7446,2018-03-21,08:43:33,TechCore Cali,Cali,Jacinta Juárez Marín,Virgilio Sanjuan,M,43,virgilio59@yahoo.com,+34824 839 834,cll 36 #6-76,Tarjeta Crédito,Dell XPS 13,Dell,1,4800000,4800000,,,,,,,,,,,0.0,4800000.0
7447,2021-05-01,15:23:33,TechCore cali,Cali,Jacinta Juárez Marín,Anacleto Chaparro Arias,M,46,anacleto85@gmail.com,+34 973 00 71 34,cra 46 #25-68,,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,0.0,19200000.0
7448,2019-06-19,14:36:21,TechCore bogotá#2,bogotá,Armida Azorin Plaza,Lope Roque Goicoechea Grande,M,31,lope46@hotmail.com,+34924 86 69 56,cra 91 #77-27,Transferencia,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Apple MacBook Pro 16,Apple,1.0,9600000.0,9600000.0,,,,,,0.0,15200000.0
7449,2019-07-12,10:11:17,TechCore Medellín #2,Medellin,Claudia Sastre-Quintero,Demetrio Reguera Adán,M,20,demetrio69@yahoo.com,+34 920 93 77 88,cll 70 #80-41,Tarjeta Crédito,MSI GS66 Stealth,MSI,1,8000000,8000000,Asus ZenBook 14,Azus,1.0,3800000.0,3800000.0,,,,,,,11800000.0
7450,2021-03-09,13:52:35,TechCore medellín #1,Medellín,Liliana Jordá Armengol,Rosario Iñiguez,F,23,rosario10@yahoo.com,+34 886 44 15 78,cll 34 #91-94,Billetera Digital,HP Omen 16,HP,1,6000000,6000000,Asus VivoBook 15,Azus,1.0,2400000.0,2400000.0,Asus ROG Strix G15,Asus,2.0,6400000.0,12800000.0,0.1,19080000.0
7451,2025-08-12,15:28:56,TechCore Bogotá #2,Bogota,Edu Juan Pedraza,Alondra Campillo Navarrete,F,18,alondra33@yahoo.com,+34944 32 41 64,cra 90 #48-68,,HP Omen 16,HP,1,6000000,6000000,Dell Inspiron 15,Dell,2.0,3000000.0,6000000.0,Dell Latitude 7420,Del,1.0,5600000.0,5600000.0,0.05,16720000.0
7452,2019-09-24,05:12:50,TechCore medellin #2,medellín,Luisina Lasa,Félix Núñez-Valentín,M,32,félix88@gmail.com,+34 621 146 860,cll 3 #40-98,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenvo,2,6800000,13600000,,,,,,,,,,,0.0,13600000.0
7453,2022-08-12,09:14:40,TechCore bogota#1,Bogota,Griselda Arnaiz Palacio,Santiago Pavón-Quintero,M,19,santiago84@gmail.com,+34 942 53 19 24,cll 22 #93-49,Billetera Digital,HP Envy 13,HPP,2,4000000,8000000,,,,,,,,,,,0.0,8000000.0
7454,2024-04-19,10:08:31,TechCore medellín #1,medellin,Ibán López Córdoba,Enrique Goñi Colom,M,25,enrique34@yahoo.com,+34982976485,cll 64 #56-15,,Apple MacBook Pro 16,Apple,1,9600000,9600000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,Dell Latitude 7420,Dell,1.0,5600000.0,5600000.0,0.0,20400000.0
7455,2017-02-11,18:48:12,TechCore cali,Cali,Jacinta Juárez Marín,Germán Carbajo Donaire,M,31,germán72@gmail.com,+34926 626 599,cra 81 #74-70,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,Asus TUF Gaming A15,Azus,2.0,4800000.0,9600000.0,0.05,18240000.0
7456,2018-11-29,06:01:31,TechCore cali,Cali,Florencio Iker Vara Nebot,Angelino Chamorro,M,22,angelino70@yahoo.com,+34826238043,cll 34 #94-81,Transferencia,Dell Alienware m15,Dell,1,8000000,8000000,,,,,,,,,,,0.05,7600000.0
7457,2014-10-15,18:36:35,TechCore medellín #1,medellin,Dominga del Alcántara,Alonso de Tomás,M,18,,+34 980 77 65 25,cra 8 #66-14,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,0.0,6800000.0
7458,2024-11-25,15:33:00,TechCore pereira,Pereíra,Jose Angel Rovira Adadia,Sol del Izaguirre,F,39,sol49@hotmail.com,+34848 235 120,cll 82 #44-77,Tarjeta Crédito,Asus TUF Gaming A15,Azus,2,4800000,9600000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,0.0,21000000.0
7459,2018-01-29,12:38:50,TechCore medellin #2,,Luisina Lasa,Guadalupe Martin Cal,M,20,guadalupe2@gmail.com,+34876 04 50 04,cll 80 #71-6,Transferencia,Apple iMac 24,Apple,1,6400000,6400000,Asus ZenBook 14,Azus,2.0,3800000.0,7600000.0,,,,,,0.0,14000000.0
7460,2017-04-18,00:05:41,Techcore bogotá#1,bogotá,Evaristo Guillen Peña,Erasmo Contreras Bertrán,M,35,erasmo89@yahoo.com,+34 925894462,cll 14 #34-54,Billetera Digital,Asus ZenBook 14,Asus,1,3800000,3800000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,,,,,,0.0,17400000.0
7461,2021-07-19,01:45:31,TechCore medellin #2,Medellin,Almudena Adelaida Lledó Garrido,Bartolomé Lerma Romero,M,34,bartolomé81@gmail.com,+34 973 524 615,cra 11 #53-91,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,HP Envy 13,HPP,1.0,4000000.0,4000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,0.15,13940000.0
7462,2024-09-25,07:33:06,TechCore medellin #2,Medellin,Luisina Lasa,Genoveva Carrillo Isern,F,19,genoveva2@hotmail.com,+34 942 639 500,cll 28 #25-49,Billetera Digital,Apple iMac 24,Aple,1,6400000,6400000,,,,,,,,,,,0.0,6400000.0
7463,2023-04-08,17:16:24,TechCore cali,Cali,Clímaco Salinas Zabaleta,Leoncio Ropero Navarro,M,31,leoncio28@gmail.com,+34 715 152 195,cll 4 #95-63,Tarjeta Débito,Dell Latitude 7420,Dell,2,5600000,11200000,Dell XPS 13,Dell,2.0,4800000.0,9600000.0,Dell Inspiron 15,Dell,2.0,3000000.0,6000000.0,0.0,26800000.0
7464,2018-08-25,04:02:16,TechCore Medellín #1,medellin,Ibán López Córdoba,Manuel de Amador,M,42,manuel62@yahoo.com,+34900 684 538,cll 49 #88-91,Tarjeta Crédito,Asus TUF Gaming A15,Asus,1,4800000,4800000,,,,,,,,,,,0.0,4800000.0
7465,2022-06-01,21:06:36,Techcore medellín #2,Medellín,Juanito Diaz,Emperatriz Gómez Perales,F,18,emperatriz74@yahoo.com,+34743 733 594,cll 67 #70-79,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,HP Pavilion 15,HP,2.0,3500000.0,7000000.0,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,0.0,20200000.0
7466,2016-08-07,02:50:39,TechCore medellín #1,medellin,Eusebia Jara Macias,Nacio Rios,M,25,nacio28@gmail.com,+34 874619446,cra 7 #83-34,Tarjeta Crédito,Asus VivoBook 15,Asus,2,2400000,4800000,HP Pavilion 15,HP,1.0,3500000.0,3500000.0,HP Envy 13,HP,1.0,4000000.0,4000000.0,0.0,12300000.0
7467,2015-11-26,05:47:52,TechCore pereíra,Pereira,Anacleto Morera Segovia,Julie Sáez Aramburu,F,41,julie39@yahoo.com,+34876393941,cll 27 #16-61,Tarjeta Débito,Dell XPS 13,Del,2,4800000,9600000,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,,,,,,0.0,12600000.0
7468,2019-08-06,21:53:06,TechCore pereira,Pereira,María Ramírez Pou,Ariel Baena Piquer,M,47,ariel19@gmail.com,+34948 92 54 29,cll 37 #87-43,Tarjeta Crédito,Acer Swift 3,Acer,1,2600000,2600000,MSI GS66 Stealth,MSY,1.0,8000000.0,8000000.0,Dell Alienware m15,Del,1.0,8000000.0,8000000.0,0.0,18600000.0
7469,2024-05-26,19:33:49,TechCore medellín #1,medellin,Eusebia Jara Macias,Mohamed Milla Lobo,M,47,mohamed73@gmail.com,+34 884 776 593,cll 30 #61-74,Efectivo,Lenovo IdeaPad 5,Lenvo,1,2800000,2800000,,,,,,,,,,,0.0,2800000.0
7470,2023-01-08,20:38:27,TechCore cali,Cali,Basilio Marcos Barrena,Ciríaco Joan Linares Mena,M,26,ciríaco81@yahoo.com,+34 820 116 627,cra 82 #78-4,,Dell XPS 13,Dell,2,4800000,9600000,HP Omen 16,HP,1.0,6000000.0,6000000.0,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,0.0,31600000.0
7471,2019-12-22,22:23:18,TechCore medellin #1,medellin,Ana Sofía Llopis Blázquez,Ramón Pera Monreal,M,40,ramón94@hotmail.com,+34858583216,cra 2 #79-83,Billetera Digital,Apple iMac 24,Aple,1,6400000,6400000,Acer Nitro 5,Acer,1.0,4000000.0,4000000.0,,,,,,0.0,10400000.0
7472,2023-04-22,07:08:50,TechCore bogota#1,bogotá,Griselda Arnaiz Palacio,Amaro Salas,M,36,amaro74@hotmail.com,+34923084026,cra 81 #53-39,Tarjeta Crédito,Dell XPS 13,Dell,2,4800000,9600000,Apple MacBook Air M1,Aple,2.0,5500000.0,11000000.0,,,,,,0.05,19570000.0
7473,2023-09-29,16:35:21,TechCore pereira,Pereira,Anacleto Morera Segovia,Osvaldo Doménech Juliá,M,34,osvaldo84@gmail.com,+34847832522,cra 88 #85-28,Tarjeta Débito,HP Spectre x360,HPP,1,5200000,5200000,Samsung Galaxy Book Pro,Samsung,1.0,4800000.0,4800000.0,,,,,,0.1,9000000.0
7474,2018-12-10,15:30:54,Techcore bogotá #2,bogota,Edu Juan Pedraza,Renato Pozo Silva,M,41,renato76@yahoo.com,+34 879048841,cra 20 #31-54,Billetera Digital,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,,36600000.0
7475,2016-06-29,14:56:16,TechCore medellín #1,Medellin,Dominga del Alcántara,Santiago Abella Vega,M,21,santiago36@hotmail.com,+34927 48 30 64,cll 86 #31-83,Tarjeta Débito,Lenovo IdeaPad 5,Lenvo,2,2800000,5600000,Dell Alienware m15,Dell,1.0,8000000.0,8000000.0,MSI GS66 Stealth,MSI,1.0,8000000.0,8000000.0,0.15,18360000.0
7476,2020-08-21,01:52:46,TechCore Bogotá #2,bogotá,Eloísa Plaza Hurtado,Buenaventura Cañizares Cañellas,M,22,buenaventura66@hotmail.com,+34849 059 678,cll 92 #90-26,Tarjeta Crédito,HP Spectre x360,HPP,1,5200000,5200000,Apple iMac 24,Aple,1.0,6400000.0,6400000.0,,,,,,0.0,11600000.0
7477,2017-10-17,09:38:27,TechCore pereira,Pereira,Carina Parejo Carranza,Sosimo del Herrera,M,26,sosimo67@gmail.com,+34923 59 26 54,cll 22 #5-75,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Asus VivoBook 15,Azus,2.0,2400000.0,4800000.0,,,,,,,7600000.0
7478,2024-09-24,06:29:23,TechCore medellin #2,Medellín,Claudia Sastre-Quintero,Pánfilo Arnal-Casanovas,M,41,pánfilo10@gmail.com,+34 844055858,cra 71 #50-30,Tarjeta Crédito,Dell Latitude 7420,Del,2,5600000,11200000,,,,,,,,,,,0.1,10080000.0
7479,2021-04-18,00:49:24,TechCore bogotá#2,Bogotá,Herminia Meléndez-Huguet,Horacio Espada Vicente,M,47,horacio73@yahoo.com,+34 925 514 785,cra 31 #24-60,Efectivo,Apple iMac 24,Aple,2,6400000,12800000,Acer Swift 3,Acer,1.0,2600000.0,2600000.0,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,0.1,26100000.0
7480,2018-04-23,02:11:04,TechCore Bogotá #1,bogota,Poncio Gabriel Poza Acedo,Cruz Hortensia Cadenas Bayón,F,50,cruz52@gmail.com,+34 800 905 441,cll 63 #41-78,,Dell Latitude 7420,Del,1,5600000,5600000,Asus ROG Strix G15,Asus,1.0,6400000.0,6400000.0,MSI GF65 Thin,MSI,1.0,4400000.0,4400000.0,0.05,15580000.0
7481,2024-05-05,10:35:06,TechCore pereíra,pereira,María Ramírez Pou,Áurea Acosta-Pla,F,30,,+34846 163 366,cra 28 #88-96,Tarjeta Crédito,Apple MacBook Air M1,Aple,2,5500000,11000000,Dell Latitude 7420,Del,1.0,5600000.0,5600000.0,HP Envy 13,HPP,1.0,4000000.0,4000000.0,0.15,17510000.0
7482,2014-12-23,10:54:52,TechCore bogota#1,bogotá,Aura del Bermúdez,Amor Céspedes Samper,M,35,,+34 872 919 957,cra 10 #62-6,Tarjeta Débito,Dell Inspiron 15,Del,2,3000000,6000000,Dell XPS 13,Del,1.0,4800000.0,4800000.0,,,,,,0.05,10260000.0
7483,2019-06-08,10:35:23,TechCore Medellín #1,medellín,Dominga del Alcántara,Teresita del Luque,F,29,teresita35@hotmail.com,+34880 813 255,cll 81 #63-52,Billetera Digital,Apple MacBook Air M1,Apple,2,5500000,11000000,Asus ROG Strix G15,Asus,1.0,6400000.0,6400000.0,,,,,,0.15,14790000.0
7484,2018-01-05,04:55:49,TechCore medellin #2,medellín,Juanito Diaz,Encarnación Abad Abellán,F,37,encarnación79@hotmail.com,+34920 27 10 03,cll 5 #15-25,Billetera Digital,Asus VivoBook 15,Azus,2,2400000,4800000,,,,,,,,,,,0.0,4800000.0
7485,2020-11-14,01:54:17,Techcore Pereíra,Pereíra,Amílcar Ortega-Alberto,Aarón Santana Pallarès,M,19,aarón60@gmail.com,+34 923 897 740,cll 35 #69-30,Efectivo,Asus ZenBook 14,Asus,1,3800000,3800000,Asus ROG Strix G15,Azus,1.0,6400000.0,6400000.0,,,,,,0.0,10200000.0
7486,2018-11-17,08:34:16,TechCore medellin #1,Medellin,Ibán López Córdoba,Ismael Salmerón Parejo,M,51,ismael40@gmail.com,+34 988 14 76 59,cll 14 #31-76,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,,,,,,0.0,20800000.0
7487,2023-10-06,16:58:50,TechCore medellin #1,Medellín,Dominga del Alcántara,Onofre Frutos Valenzuela,M,21,onofre43@gmail.com,+34 822 520 390,cra 98 #21-20,Tarjeta Débito,HP Spectre x360,HPP,2,5200000,10400000,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,,,,,,0.0,17600000.0
7488,2016-10-21,06:17:58,TechCore pereíra,Pereira,Carina Parejo Carranza,Carlito del Barriga,M,48,carlito19@hotmail.com,+34888 66 65 21,cll 74 #55-53,Tarjeta Débito,Apple MacBook Air M1,Apple,2,5500000,11000000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,,,,,,0.0,15400000.0
7489,2015-01-11,15:52:18,TechCore medellin #2,Medellin,Luisina Lasa,Felix Tomé Montes,M,22,felix3@hotmail.com,+34 874 895 018,cll 54 #96-92,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Apple iMac 24,Aple,1.0,6400000.0,6400000.0,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,0.0,26800000.0
7489,2015-01-11,15:52:18,TechCore medellin #2,Medellin,Luisina Lasa,Felix Tomé Montes,M,22,felix3@hotmail.com,+34 874 895 018,cll 54 #96-92,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Apple iMac 24,Aple,1.0,6400000.0,6400000.0,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,0.0,26800000.0
7490,2022-11-04,15:34:37,TechCore medellin #1,Medellín,Ana Sofía Llopis Blázquez,Petrona Encarna Hidalgo Parejo,F,49,petrona62@hotmail.com,+34883 58 53 81,cra 53 #96-44,Tarjeta Débito,Dell Alienware m15,Del,2,8000000,16000000,Asus VivoBook 15,Asus,2.0,2400000.0,4800000.0,,,,,,0.05,19760000.0
7491,2025-06-13,07:46:19,TechCore Medellín #2,medellín,Almudena Adelaida Lledó Garrido,Mario Nilo Escolano Bueno,M,29,mario3@gmail.com,+34932 676 935,cra 43 #83-96,Tarjeta Crédito,HP Spectre x360,HPP,2,5200000,10400000,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,Apple MacBook Pro 14,Apple,1.0,8000000.0,8000000.0,0.1,30960000.0
7492,2024-07-06,19:01:31,TechCore medellín #1,Medellín,Dominga del Alcántara,José Cámara Gonzalez,F,28,josé31@gmail.com,+34 987276291,cll 58 #20-93,Tarjeta Crédito,Apple MacBook Pro 16,Apple,1,9600000,9600000,,,,,,,,,,,0.1,8640000.0
7493,2023-01-13,03:07:08,TechCore Pereira,pereira,Carina Parejo Carranza,Bernardino Ale Patiño Catalá,M,43,bernardino72@gmail.com,+34824 081 596,cll 50 #94-50,Efectivo,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,Lenovo IdeaPad 5,Lenvo,1.0,2800000.0,2800000.0,Dell Latitude 7420,Dell,1.0,5600000.0,5600000.0,0.0,13200000.0
7494,2023-04-06,04:46:25,Techcore medellín #2,Medellin,Claudia Sastre-Quintero,Reinaldo Vera Quiroga,M,44,reinaldo66@gmail.com,+34 974 814 137,cra 73 #56-33,Billetera Digital,HP Omen 16,HP,2,6000000,12000000,HP Spectre x360,HPP,1.0,5200000.0,5200000.0,,,,,,0.0,17200000.0
7495,2025-01-22,15:24:59,TechCore medellín #1,Medellín,Dominga del Alcántara,Fabiola de Alegria,F,41,fabiola26@gmail.com,+34983 68 07 68,cra 20 #70-35,Tarjeta Débito,Apple MacBook Pro 14,Aple,2,8000000,16000000,Acer Nitro 5,Acer,1.0,4000000.0,4000000.0,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,0.1,30240000.0
7496,2024-03-04,13:10:04,TechCore Medellín #1,Medellín,Dominga del Alcántara,Lisandro Merino Canales,M,21,lisandro57@gmail.com,+34974 06 68 21,cra 26 #10-61,Tarjeta Crédito,Lenovo IdeaPad 5,Lenvo,2,2800000,5600000,,,,,,,,,,,0.0,5600000.0
7497,2020-02-14,03:32:30,TechCore bogota#2,Bogotá,Olivia Armas Ayuso,Toni del Esparza,M,40,toni81@yahoo.com,+34946 975 039,cll 78 #62-57,Tarjeta Crédito,Dell Latitude 7420,Del,2,5600000,11200000,Acer Nitro 5,Acer,1.0,4000000.0,4000000.0,,,,,,0.05,14440000.0
7498,2021-11-22,23:05:29,TechCore Medellín #1,medellin,Eusebia Jara Macias,Germán Ariño Gutiérrez,M,28,germán52@hotmail.com,+34 972 309 108,cra 22 #22-61,,Lenovo Legion 5 Pro,Lenvo,1,7200000,7200000,,,,,,,,,,,0.0,7200000.0
7499,2019-02-12,03:55:48,TechCore Medellín #1,medellin,Liliana Jordá Armengol,Heliodoro Hurtado-Fuster,M,30,heliodoro17@yahoo.com,+34902769763,cll 43 #4-25,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Dell Alienware m15,Dell,1.0,8000000.0,8000000.0,,,,,,0.0,14000000.0
7500,2024-03-24,10:29:26,Techcore Pereíra,Pereira,Carina Parejo Carranza,Manuela Álvarez Muñoz,F,29,manuela57@gmail.com,+34945 40 11 61,cra 18 #35-3,Efectivo,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,Dell XPS 13,Del,2.0,4800000.0,9600000.0,0.05,35720000.0
7501,2025-08-15,08:12:53,TechCore Cali,cali,Jacinta Juárez Marín,Santiago Salas Cabezas,M,49,santiago95@gmail.com,+34 705 525 126,cra 86 #43-23,,HP Spectre x360,HPP,2,5200000,10400000,HP Envy 13,HP,1.0,4000000.0,4000000.0,,,,,,0.0,14400000.0
7502,2021-09-24,10:37:24,TechCore Pereira,Pereíra,Anacleto Morera Segovia,Brígida del Calvo,F,42,brígida32@hotmail.com,+34 878 51 65 48,cll 69 #59-41,Transferencia,HP Pavilion 15,HPP,2,3500000,7000000,,,,,,,,,,,0.0,7000000.0
7503,2020-09-04,21:27:42,TechCore medellin #2,medellín,Juanito Diaz,Jose Carlos Mena,M,29,jose73@hotmail.com,+34 944353210,cll 11 #78-97,Tarjeta Débito,Lenovo IdeaPad 5,Lenvo,1,2800000,2800000,,,,,,,,,,,0.05,2660000.0
7504,2017-01-08,11:21:58,TechCore medellin #2,Medellin,Luisina Lasa,Victor Camps-Naranjo,M,22,victor47@hotmail.com,+34 878 991 170,cll 13 #4-21,Transferencia,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,,8800000.0
