VentaID;FechaVenta;HoraVenta;NombreSucursal;CiudadSucursal;NombreVendedor;NombreCliente;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta;AñoVenta;MesVenta;DiaVenta
21978;28/2/2020;01:28:15;Techcore Pereira;No Especificado;Anacleto Morera Segovia;Saturnino Gilabert Alonso;M;34;saturnino56@yahoo.com;34988931722;Cra 88 #99-92;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;11200000;2020;2;28
24829;13/2/2022;01:07:12;Techcore Pereira;No Especificado;María Ramírez Pou;Cristian Cánovas Vicens;M;42;cristian88@hotmail.com;+34 943 824 157;Cra 92 #54-85;Tarjeta Crédito;Hp Spectre X360;HP;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2022;2;13
24879;21/7/2020;16:50:04;Techcore Pereira;No Especificado;María Ramírez Pou;Remigio Arellano Alcaraz;M;23;No especificado;+34 926439288;Cll 92 #56-90;Tarjeta Crédito;Lenovo Yoga 7I;Lenovo;1;4400000;4400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4400000;2020;7;21
25390;27/7/2025;18:59:32;Techcore Pereira;No Especificado;Amílcar Ortega-Alberto;Isidro Jaume Oliveras;M;37;isidro3@gmail.com;34871774204;Cll 31 #56-50;Tarjeta Crédito;Apple Macbook Pro 16;Apple;1;9600000;9600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;9600000;2025;7;27
27474;27/5/2024;02:20:21;Techcore Pereira;No Especificado;Amílcar Ortega-Alberto;Fabián Salvador Valderrama;M;43;fabián11@yahoo.com;+34 820734217;Cll 61 #95-8;Billetera Digital;Apple Imac 24;Apple;1;6400000;6400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6400000;2024;5;27
27679;21/10/2021;05:20:56;Techcore Pereira;No Especificado;Anacleto Morera Segovia;Leonor Ana Belén Torres Berrocal;F;49;leonor76@hotmail.com;34923314406;Cra 92 #71-59;Transferencia;Hp Envy 13;HP;2;4000000;8000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;8000000;2021;10;21
582;4/3/2017;23:40:27;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Lupita Cañete-Pellicer;F;31;lupita2@gmail.com;+34 922 937 263;Cll 5 #82-98;Billetera Digital;Dell Latitude 7420;Dell;1;5600000;5600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5600000;2017;3;4
660;4/4/2018;19:13:52;Techcore Pereira;Pereira;María Ramírez Pou;Elodia Mateos Girona;F;51;elodia18@hotmail.com;+34 971961463;Cll 14 #47-48;Transferencia;Apple Macbook Pro 14;Apple;1;8000000;8000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;8000000;2018;4;4
1275;4/2/2025;05:05:37;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Paloma Fuentes Seguí;F;28;paloma37@yahoo.com;+34 823523640;Cll 30 #53-40;No Especificado;Dell Alienware M15;Dell;2;8000000;16000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;16000000;2025;2;4
1307;10/2/2020;02:23:39;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Rafaela Ruiz Morales;F;26;rafaela79@yahoo.com;+34922 34 02 13;Cra 19 #54-43;Billetera Digital;Asus Vivobook 15;Asus;2;2400000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2020;2;10
1355;15/1/2022;15:52:06;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Custodia Joaquina Cazorla Burgos;F;30;custodia15@gmail.com;34920516794;Cra 55 #82-25;Efectivo;Hp Spectre X360;HP;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2022;1;15
1564;28/2/2020;15:47:14;Techcore Pereira;Pereira;Anacleto Morera Segovia;Ana Sofía Sacristán Gilabert;F;30;ana21@yahoo.com;+34843 48 13 04;Cra 24 #17-35;Billetera Digital;Hp Omen 16;HP;1;6000000;6000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6000000;2020;2;28
1583;22/7/2022;09:04:17;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Cecilia Múñiz Duran;F;32;cecilia3@yahoo.com;+34 941189845;Cra 64 #82-82;Transferencia;Asus Rog Strix G15;Asus;1;6400000;6400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6400000;2022;7;22
2039;14/7/2015;07:47:09;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Reyna Marco Andrés;F;41;reyna39@yahoo.com;+34 874 171 426;Cra 72 #71-10;No Especificado;Hp Omen 16;HP;2;6000000;12000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;12000000;2015;7;14
2343;30/12/2022;09:43:47;Techcore Pereira;Pereira;Anacleto Morera Segovia;Encarnación Celestina Gimeno Roldan;F;50;encarnación4@yahoo.com;34873315500;Cra 19 #26-23;No Especificado;Dell Inspiron 15;Dell;1;3000000;3000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3000000;2022;12;30
3438;15/10/2020;12:19:07;Techcore Pereira;Pereira;María Ramírez Pou;Benita Vallés Riba;F;33;No especificado;+34826 964 032;Cra 66 #24-44;Billetera Digital;Hp Spectre X360;HP;1;5200000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2020;10;15
3536;18/9/2023;07:12:21;Techcore Pereira;Pereira;María Ramírez Pou;Aroa Úrsula Carrillo Escamilla;F;23;aroa49@hotmail.com;34887005961;Cra 62 #59-67;Efectivo;Asus Rog Strix G15;Asus;2;6400000;12800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;12800000;2023;9;18
4061;2/1/2024;06:55:06;Techcore Pereira;Pereira;Anacleto Morera Segovia;Dafne Pareja Barriga;F;26;dafne61@hotmail.com;+34 985 646 402;Cll 2 #52-24;Efectivo;Hp Pavilion 15;HP;1;3500000;3500000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3500000;2024;1;2
4280;10/3/2015;20:33:13;Techcore Pereira;Pereira;María Ramírez Pou;Cloe Pazos Muro;F;32;cloe74@hotmail.com;+34884 99 27 91;Cra 21 #88-98;Efectivo;Hp Omen 16;HP;1;6000000;6000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6000000;2015;3;10
4431;16/9/2019;19:36:19;Techcore Pereira;Pereira;Anacleto Morera Segovia;Aurora Galan Alvarez;F;29;aurora5@yahoo.com;34824259569;Cra 70 #29-14;No Especificado;Dell Xps 13;Dell;1;4800000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2019;9;16
5158;20/10/2014;21:19:33;Techcore Pereira;Pereira;María Ramírez Pou;Oriana Reig Mendez;F;33;oriana54@yahoo.com;+34 976696465;Cll 11 #76-58;Transferencia;Apple Imac 24;Apple;1;6400000;6400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6400000;2014;10;20
6904;13/3/2016;09:18:00;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Reyna Guerra;F;39;reyna86@gmail.com;+34818 43 26 08;Cra 88 #69-82;Billetera Digital;Apple Macbook Pro 16;Apple;1;9600000;9600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;9600000;2016;3;13
7039;14/7/2023;11:06:19;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Marcela Sola Hierro;F;26;marcela13@gmail.com;+34 705 052 121;Cra 11 #82-64;Billetera Digital;Asus Vivobook 15;Asus;1;2400000;2400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;2400000;2023;7;14
7420;29/7/2019;11:08:39;Techcore Pereira;Pereira;María Ramírez Pou;Leandra De Tejero;F;47;leandra16@yahoo.com;+34 984468319;Cra 49 #91-12;No Especificado;Dell Xps 13;Dell;1;4800000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2019;7;29
7502;24/9/2021;10:37:24;Techcore Pereira;Pereira;Anacleto Morera Segovia;Brígida Del Calvo;F;42;brígida32@hotmail.com;+34 878 51 65 48;Cll 69 #59-41;Transferencia;Hp Pavilion 15;HP;2;3500000;7000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;7000000;2021;9;24
7686;20/7/2019;22:58:27;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Georgina Morcillo Gimenez;F;43;georgina21@yahoo.com;+34974 063 245;Cra 19 #47-22;Transferencia;Hp Spectre X360;HP;1;5200000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2019;7;20
7690;28/6/2020;22:02:10;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Angélica Ponce Hernandez;F;26;angélica40@gmail.com;+34827 108 905;Cra 26 #58-25;Billetera Digital;Hp Pavilion 15;HP;2;3500000;7000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;7000000;2020;6;28
7996;31/7/2017;08:28:27;Techcore Pereira;Pereira;Anacleto Morera Segovia;Nilda Febe Figuerola Barón;F;26;nilda33@yahoo.com;+34975 235 491;Cra 85 #26-97;Efectivo;Dell Inspiron 15;Dell;1;3000000;3000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3000000;2017;7;31
8337;21/3/2024;22:06:08;Techcore Pereira;Pereira;María Ramírez Pou;Ramona Hernando Ribes;F;24;ramona34@gmail.com;+34944 21 26 39;Cra 27 #61-71;No Especificado;Msi Ge76 Raider;MSI;1;10000000;10000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10000000;2024;3;21
9509;2/8/2022;22:15:07;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Albina Jacinta Izaguirre Goñi;F;20;albina87@yahoo.com;+34 986263239;Cll 42 #94-31;Billetera Digital;Apple Macbook Air M1;Apple;1;5500000;5500000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5500000;2022;8;2
9724;24/6/2020;12:15:27;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Carmela Guerra Vicente;F;18;carmela99@yahoo.com;+34 984783472;Cra 3 #85-86;No Especificado;Hp Envy 13;HP;2;4000000;8000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;8000000;2020;6;24
9735;27/10/2017;13:52:26;Techcore Pereira;Pereira;Anacleto Morera Segovia;Inmaculada Pardo Guitart;F;43;inmaculada19@hotmail.com;+34 902002950;Cra 49 #81-20;Billetera Digital;Acer Swift 3;Acer;2;2600000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2017;10;27
9834;29/6/2022;14:23:48;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Ofelia Lozano Sola;F;31;ofelia70@yahoo.com;+34 927 986 867;Cll 7 #2-51;Transferencia;Hp Spectre X360;HP;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2022;6;29
10814;19/1/2016;20:12:23;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Azucena Castejón-Puga;F;47;azucena98@gmail.com;+34 928 63 48 80;Cll 40 #90-25;Transferencia;Dell Latitude 7420;Dell;2;5600000;11200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;11200000;2016;1;19
11141;17/1/2016;02:30:58;Techcore Pereira;Pereira;María Ramírez Pou;Regina Sáenz León;F;20;No especificado;+34747 217 632;Cll 50 #33-73;Billetera Digital;Hp Pavilion 15;HP;1;3500000;3500000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3500000;2016;1;17
12990;8/8/2023;13:40:34;Techcore Pereira;Pereira;María Ramírez Pou;Rosario De Prada;F;31;rosario19@gmail.com;+34847 55 02 69;Cll 18 #42-88;Transferencia;Hp Spectre X360;HP;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2023;8;8
13567;18/1/2018;07:28:50;Techcore Pereira;Pereira;María Ramírez Pou;Eli Rosario Marqués Gual;F;49;eli25@hotmail.com;+34 985 999 214;Cra 30 #38-86;Billetera Digital;Dell Xps 13;Dell;1;4800000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2018;1;18
13690;15/10/2014;19:34:18;Techcore Pereira;Pereira;Anacleto Morera Segovia;Andrea Rovira-Dalmau;F;20;andrea35@hotmail.com;+34 947928263;Cra 71 #70-20;Efectivo;Hp Envy 13;HP;2;4000000;8000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;8000000;2014;10;15
13949;27/8/2018;03:02:48;Techcore Pereira;Pereira;Anacleto Morera Segovia;Cristina Parejo Expósito;F;51;cristina20@gmail.com;+34 955745648;Cra 60 #67-11;Transferencia;Hp Omen 16;HP;1;6000000;6000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6000000;2018;8;27
14510;4/12/2022;16:59:43;Techcore Pereira;Pereira;María Ramírez Pou;Celestina Zurita Blasco;F;32;celestina26@gmail.com;+34 740 280 390;Cra 72 #21-46;Efectivo;Apple Macbook Air M1;Apple;1;5500000;5500000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5500000;2022;12;4
15641;17/10/2024;02:50:40;Techcore Pereira;Pereira;María Ramírez Pou;Zaida Guzman Miralles;F;47;zaida62@yahoo.com;+34 981881952;Cll 58 #30-45;Efectivo;Dell Inspiron 15;Dell;2;3000000;6000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6000000;2024;10;17
16287;24/8/2015;17:07:01;Techcore Pereira;Pereira;María Ramírez Pou;Hilda Villegas-Vall;F;24;hilda32@yahoo.com;+34 843 92 92 60;Cra 79 #87-95;Billetera Digital;Acer Aspire 5;Acer;2;2000000;4000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4000000;2015;8;24
17194;13/5/2015;06:18:56;Techcore Pereira;Pereira;Anacleto Morera Segovia;Vera Aznar;F;29;vera64@yahoo.com;+34 939 086 765;Cra 6 #91-26;Transferencia;Hp Spectre X360;HP;1;5200000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2015;5;13
17502;29/12/2019;14:32:23;Techcore Pereira;Pereira;María Ramírez Pou;Luz Benitez Solera;F;21;luz81@yahoo.com;+34 888 48 52 68;Cra 84 #22-1;Transferencia;Dell Latitude 7420;Dell;1;5600000;5600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5600000;2019;12;29
17955;28/3/2016;08:54:23;Techcore Pereira;Pereira;Anacleto Morera Segovia;Amalia Jordán;F;28;No especificado;+34 982597942;Cra 94 #32-72;Efectivo;Samsung Galaxy Book Pro;Samsung;2;4800000;9600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;9600000;2016;3;28
18647;31/8/2021;18:42:59;Techcore Pereira;Pereira;María Ramírez Pou;Josefa Fabiana Roman Morán;F;37;josefa98@yahoo.com;+34843 26 57 24;Cll 26 #3-36;Efectivo;Samsung Galaxy Book Odyssey;Samsung;1;6800000;6800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6800000;2021;8;31
19018;6/3/2023;09:36:12;Techcore Pereira;Pereira;María Ramírez Pou;Yolanda Durán-Roman;F;18;yolanda79@gmail.com;No especificado;Cra 27 #58-78;No Especificado;Hp Envy 13;HP;1;4000000;4000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4000000;2023;3;6
19715;23/9/2014;20:19:17;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Ileana Campoy Hoz;F;48;ileana12@hotmail.com;+34 902 43 23 40;Cll 88 #84-21;Billetera Digital;Dell Inspiron 15;Dell;1;3000000;3000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3000000;2014;9;23
19877;5/9/2022;04:11:34;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Daniela Duque Mateu;F;50;daniela57@hotmail.com;+34 873042146;Cll 77 #38-46;Transferencia;Asus Vivobook 15;Asus;2;2400000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2022;9;5
19955;27/11/2024;20:58:10;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Fanny Larrea-Ayllón;F;34;fanny76@yahoo.com;34824571406;Cll 43 #61-27;Billetera Digital;Apple Macbook Air M1;Apple;1;5500000;5500000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5500000;2024;11;27
19968;16/2/2017;09:05:34;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Rosalva Barreda Ferreras;F;19;rosalva88@yahoo.com;+34 944 29 42 69;Cra 18 #97-66;No Especificado;Dell Latitude 7420;Dell;1;5600000;5600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5600000;2017;2;16
20408;6/10/2017;10:30:57;Techcore Pereira;Pereira;Anacleto Morera Segovia;Olimpia Borrell Manso;F;23;olimpia67@hotmail.com;+34886 08 09 21;Cll 10 #15-58;Transferencia;Hp Envy 13;HP;2;4000000;8000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;8000000;2017;10;6
20410;1/10/2015;04:22:24;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Josefa Portillo Morán;F;39;No especificado;+34 880 571 064;Cll 91 #43-4;Transferencia;Razer Blade 17;Razer;2;10000000;20000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;20000000;2015;10;1
20932;6/10/2020;09:57:49;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Yaiza Arregui Calleja;F;38;yaiza71@hotmail.com;+34 966307616;Cra 8 #95-55;Transferencia;Apple Macbook Pro 14;Apple;1;8000000;8000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;8000000;2020;10;6
21292;4/7/2016;04:00:25;Techcore Pereira;Pereira;María Ramírez Pou;Asunción Amador Salazar;F;42;No especificado;+34901 554 953;Cra 94 #77-65;Efectivo;Apple Macbook Pro 14;Apple;2;8000000;16000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;16000000;2016;7;4
21643;19/8/2016;06:17:05;Techcore Pereira;Pereira;Anacleto Morera Segovia;Adora Xiomara Torrents Cano;F;26;adora28@yahoo.com;+34 821494974;Cra 62 #47-25;No Especificado;Hp Spectre X360;HP;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2016;8;19
23605;31/1/2015;19:21:02;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Rosalía Beltrán Aguirre;F;34;rosalía11@yahoo.com;+34 902 44 51 27;Cll 76 #9-2;Transferencia;Acer Aspire 5;Acer;2;2000000;4000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4000000;2015;1;31
24241;25/6/2025;20:44:38;Techcore Pereira;Pereira;Anacleto Morera Segovia;Rosalva Anita Arteaga Pintor;F;39;rosalva97@hotmail.com;+34 948 96 92 23;Cra 70 #62-14;Efectivo;Dell Alienware M15;Dell;2;8000000;16000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;16000000;2025;6;25
24293;5/3/2020;04:27:16;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Susanita Del Pujadas;F;42;susanita37@hotmail.com;+34 807 281 295;Cra 33 #3-78;Billetera Digital;Hp Spectre X360;HP;1;5200000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2020;3;5
25275;27/1/2023;23:04:36;Techcore Pereira;Pereira;Anacleto Morera Segovia;Graciana Meléndez Marcos;F;27;graciana64@hotmail.com;34901617546;Cra 67 #95-32;No Especificado;Hp Omen 16;HP;2;6000000;12000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;12000000;2023;1;27
26628;25/5/2015;23:59:00;Techcore Pereira;Pereira;María Ramírez Pou;Leandra Gabaldón Páez;F;39;leandra89@gmail.com;+34 876230830;Cra 81 #68-18;No Especificado;Hp Spectre X360;HP;1;5200000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2015;5;25
26795;4/7/2019;00:27:27;Techcore Pereira;Pereira;Anacleto Morera Segovia;Merche Serna Esteve;F;19;merche61@yahoo.com;No especificado;Cll 38 #61-37;Transferencia;Hp Pavilion 15;HP;2;3500000;7000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;7000000;2019;7;4
27108;28/2/2020;21:01:55;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Eli Girón-Ledesma;F;50;No especificado;34857851386;Cll 97 #49-39;Billetera Digital;Asus Zenbook 14;Asus;2;3800000;7600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;7600000;2020;2;28
27293;23/10/2021;15:12:06;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Delia Mate Vilar;F;31;delia95@yahoo.com;+34823 160 881;Cll 73 #59-9;Transferencia;Asus Zenbook 14;Asus;1;3800000;3800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3800000;2021;10;23
29035;11/1/2022;05:52:38;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Pía Arnaiz Peláez;F;18;pía8@gmail.com;+34828 945 245;Cra 55 #77-95;Efectivo;Dell Latitude 7420;Dell;2;5600000;11200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;11200000;2022;1;11
29379;3/2/2017;20:46:41;Techcore Pereira;Pereira;María Ramírez Pou;Calixta Iglesias Reguera;F;50;calixta52@yahoo.com;34880359490;Cra 23 #35-2;Billetera Digital;Samsung Galaxy Book Odyssey;Samsung;2;6800000;13600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;13600000;2017;2;3
29852;1/12/2014;00:15:44;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Maribel Estrada Asensio;F;41;maribel31@gmail.com;34822028775;Cll 2 #11-96;Billetera Digital;Dell Xps 13;Dell;1;4800000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2014;12;1
29897;27/10/2019;00:49:56;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Ramona Mateo Carbó;F;18;No especificado;34972897359;Cll 41 #12-33;Transferencia;Samsung Galaxy Book Odyssey;Samsung;1;6800000;6800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;6800000;2019;10;27
466;3/10/2022;16:45:51;Techcore Pereira;Pereira;Anacleto Morera Segovia;Dimas Zapata-Sabater;M;35;No especificado;34920348389;Cll 64 #78-66;Transferencia;Acer Aspire 5;Acer;2;2000000;4000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4000000;2022;10;3
505;13/9/2023;22:55:04;Techcore Pereira;Pereira;María Ramírez Pou;Berto De Priego;M;39;berto38@yahoo.com;+34 943 784 413;Cra 90 #32-46;Transferencia;Hp Spectre X360;HP;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2023;9;13
511;16/6/2018;19:28:16;Techcore Pereira;Pereira;Anacleto Morera Segovia;Adrián Che Salamanca Alegre;M;31;adrián78@hotmail.com;+34 843580668;Cra 88 #82-79;Transferencia;Dell Latitude 7420;Dell;1;5600000;5600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5600000;2018;6;16
671;21/1/2015;02:53:28;Techcore Pereira;Pereira;Anacleto Morera Segovia;Clímaco Torrents Marqués;M;26;clímaco12@yahoo.com;+34 824854799;Cll 55 #96-23;Billetera Digital;Acer Swift 3;Acer;2;2600000;5200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;5200000;2015;1;21
1277;28/11/2022;00:04:30;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Amor Osuna Osuna;M;27;amor62@yahoo.com;34925297144;Cll 96 #95-60;Billetera Digital;Asus Vivobook 15;Asus;2;2400000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2022;11;28
1448;25/10/2018;21:22:48;Techcore Pereira;Pereira;María Ramírez Pou;Cosme Del Seguí;M;43;cosme71@gmail.com;+34 888238558;Cra 18 #37-83;No Especificado;Dell Latitude 7420;Dell;2;5600000;11200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;11200000;2018;10;25
1507;23/11/2019;02:22:56;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Calixto De Benito;M;31;calixto90@yahoo.com;+34 947 051 235;Cll 32 #29-57;Efectivo;Microsoft Surface Laptop 4;Microsoft;2;5200000;10400000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;10400000;2019;11;23
1563;11/6/2023;08:33:34;Techcore Pereira;Pereira;María Ramírez Pou;Jafet Farré Laguna;M;36;jafet10@gmail.com;+34 974 791 060;Cra 9 #63-26;Efectivo;Asus Vivobook 15;Asus;2;2400000;4800000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;4800000;2023;6;11
2253;28/11/2020;10:22:16;Techcore Pereira;Pereira;Anacleto Morera Segovia;Eligio Cervantes Arnaiz;M;25;eligio73@hotmail.com;+34 866 42 26 62;Cra 26 #92-20;Transferencia;Apple Macbook Pro 16;Apple;2;9600000;19200000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;19200000;2020;11;28
2345;26/7/2022;04:04:37;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Omar De Quiroga;M;32;omar30@gmail.com;+34806 80 05 99;Cra 15 #2-20;Transferencia;Asus Zenbook 14;Asus;2;3800000;7600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;7600000;2022;7;26
2740;27/2/2020;02:46:54;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Reynaldo Costa Salmerón;M;27;reynaldo28@gmail.com;+34 849868168;Cll 48 #95-71;Transferencia;Hp Pavilion 15;HP;2;3500000;7000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;7000000;2020;2;27
3091;17/8/2016;00:36:23;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Casemiro Comas Tur;M;32;casemiro38@yahoo.com;+34 876 71 04 07;Cll 22 #92-25;Billetera Digital;Dell Xps 13;Dell;2;4800000;9600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;9600000;2016;8;17
3162;11/1/2022;05:02:31;Techcore Pereira;Pereira;Anacleto Morera Segovia;Eladio De Mármol;M;50;eladio99@yahoo.com;+34 868264334;Cra 35 #16-1;Transferencia;Asus Tuf Gaming A15;Asus;2;4800000;9600000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;9600000;2022;1;11
3219;29/10/2023;10:55:43;Techcore Pereira;Pereira;Anacleto Morera Segovia;Alex Abril Baena;M;39;alex65@gmail.com;+34 842 584 282;Cra 30 #96-14;Transferencia;Dell Inspiron 15;Dell;1;3000000;3000000;No especificado;No especificado;0;0;0;No especificado;No especificado;0;0;0;0;3000000;2023;10;29
